Framework,Control ID,Control Name,Asset ID,Status,Evidence Name,Evidence ID,Verification Status,Last Updated
ISO 27001 (Assumed),A.11.2.8,Unknown Control,asset-EILT0197,Non-Compliant,System Check: Idle Timeout (Screensaver),auto-ev-EILT0197-A.11.2.8-2026-02-25T17:32:21.514535+00:00,Verified,2026-02-25T17:32:21.514535+00:00
ISO/IEC 27001:2022,A.8.3,Information Access Restriction,asset-EILT0197,Warning,System Check: USB Mass Storage Access,auto-ev-EILT0197-A.8.3-2026-02-25T17:32:21.514535+00:00,Verified,2026-02-25T17:32:21.514535+00:00
Unknown,PR.PT-2,Unknown Control,asset-EILT0197,Warning,System Check: USB Mass Storage Access,auto-ev-EILT0197-PR.PT-2-2026-02-25T17:32:21.514535+00:00,Verified,2026-02-25T17:32:21.514535+00:00
Payment Card Industry Data Security Standard,PCI-7.1,Access Restriction,asset-EILT0197,Compliant,System Check: Local Administrator Auditing,auto-ev-EILT0197-PCI-7.1-2026-02-25T17:32:21.514535+00:00,Verified,2026-02-25T17:32:21.514535+00:00
ISO 27001 (Assumed),A.9.2.2,Unknown Control,asset-EILT0197,Compliant,System Check: Local Administrator Auditing,auto-ev-EILT0197-A.9.2.2-2026-02-25T17:32:21.514535+00:00,Verified,2026-02-25T17:32:21.514535+00:00
Digital Personal Data Protection Act (DPDP),DPDP-5.1,Consent Artifacts Present,asset-EILT0197,Non-Compliant,System Check: DPDP-5.1 Consent Artifacts,auto-ev-EILT0197-DPDP-5.1-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Digital Personal Data Protection Act (DPDP),DPDP-8.4,Data Retention Pruning Logic,asset-EILT0197,Compliant,System Check: DPDP-8.4 Data Retention Policy,auto-ev-EILT0197-DPDP-8.4-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Digital Personal Data Protection Act (DPDP),DPDP-8.5,Personal Data Breach Notification Ops,asset-EILT0197,Warning,System Check: DPDP-8.5 Breach Notification,auto-ev-EILT0197-DPDP-8.5-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Digital Personal Data Protection Act (DPDP),DPDP-9.1,Child Data Age-Gating,asset-EILT0197,Compliant,System Check: DPDP-9.1 Child Data Age-Gating,auto-ev-EILT0197-DPDP-9.1-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Digital Personal Data Protection Act (DPDP),DPDP-10.1,Significant Data Fiduciary Audits,asset-EILT0197,Non-Compliant,System Check: DPDP-10.1 SDF Audit Status,auto-ev-EILT0197-DPDP-10.1-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Unknown,IVS-06,Unknown Control,asset-EILT0197,Compliant,System Check: Cloud Instance Metadata,auto-ev-EILT0197-IVS-06-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Unknown,AC-3,Unknown Control,asset-EILT0197,Compliant,System Check: Cloud Instance Metadata,auto-ev-EILT0197-AC-3-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
Unknown,Privacy-1,Unknown Control,asset-EILT0197,Warning,System Check: PII Data Discovery,auto-ev-EILT0197-Privacy-1-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
General Data Protection Regulation,Art.5(1)(c),Data Minimization,asset-EILT0197,Warning,System Check: PII Data Discovery,auto-ev-EILT0197-Art.5(1)(c)-2026-02-25T17:32:21.514535+00:00,N/A,2026-02-25T17:32:21.514535+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: Network Security & Segregation Simulation,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: WinRM Service Status,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: LLMNR/NetBIOS Protection,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: SMBv1 Protocol Disabled,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: Remote Desktop Service,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: Risky Network Ports,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: RDP NLA Required,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.22,Segregation of Networks,asset-srihari-laptop,Compliant,System Check: Windows Firewall Profiles,auto-ev-srihari-laptop-A.8.22-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-1.1,Firewall Configuration,asset-srihari-laptop,Compliant,System Check: Risky Network Ports,auto-ev-srihari-laptop-PCI-1.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-1.1,Firewall Configuration,asset-srihari-laptop,Compliant,System Check: Windows Firewall Profiles,auto-ev-srihari-laptop-PCI-1.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: Idle Timeout (Screensaver),auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: Credential Guard,auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: Account Lockout Policy,auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: User Access Control,auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: RDP NLA Required,auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: Password Policy (Min Length),auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-1,Access Control,asset-srihari-laptop,Non-Compliant,System Check: Windows Firewall Profiles,auto-ev-srihari-laptop-PR.AC-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.6,Boundary Protection,asset-srihari-laptop,Non-Compliant,System Check: USB Mass Storage Access,auto-ev-srihari-laptop-CC6.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.6,Boundary Protection,asset-srihari-laptop,Non-Compliant,System Check: Remote Desktop Service,auto-ev-srihari-laptop-CC6.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.6,Boundary Protection,asset-srihari-laptop,Non-Compliant,System Check: Risky Network Ports,auto-ev-srihari-laptop-CC6.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.6,Boundary Protection,asset-srihari-laptop,Non-Compliant,System Check: RDP NLA Required,auto-ev-srihari-laptop-CC6.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.6,Boundary Protection,asset-srihari-laptop,Non-Compliant,System Check: Windows Firewall Profiles,auto-ev-srihari-laptop-CC6.6-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.7,Protection Against Malware,asset-srihari-laptop,Non-Compliant,System Check: Attack Surface Reduction,auto-ev-srihari-laptop-A.8.7-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.7,Protection Against Malware,asset-srihari-laptop,Non-Compliant,System Check: Windows Defender Antivirus,auto-ev-srihari-laptop-A.8.7-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-5.1,Anti-Virus Software,asset-srihari-laptop,Compliant,System Check: Windows Defender Antivirus,auto-ev-srihari-laptop-PCI-5.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.8,Malicious Software,asset-srihari-laptop,Compliant,System Check: Prohibited Software,auto-ev-srihari-laptop-CC6.8-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.8,Malicious Software,asset-srihari-laptop,Compliant,System Check: Windows Defender Antivirus,auto-ev-srihari-laptop-CC6.8-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,DE.CM-4,Malicious Code,asset-srihari-laptop,Compliant,System Check: Windows Defender Antivirus,auto-ev-srihari-laptop-DE.CM-4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Unknown,01.0,Unknown Control,asset-srihari-laptop,Compliant,System Check: Windows Defender Antivirus,auto-ev-srihari-laptop-01.0-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: Local Administrator Auditing,auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: Credential Guard,auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: Account Lockout Policy,auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: User Access Control,auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: RDP NLA Required,auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: Guest Account Disabled,auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.5.15,Access Control,asset-srihari-laptop,Compliant,System Check: Password Policy (Min Length),auto-ev-srihari-laptop-A.5.15-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.2,Privileged Access Rights,asset-srihari-laptop,Compliant,System Check: Local Administrator Auditing,auto-ev-srihari-laptop-A.8.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.2,Privileged Access Rights,asset-srihari-laptop,Compliant,System Check: User Access Control,auto-ev-srihari-laptop-A.8.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.2,Privileged Access Rights,asset-srihari-laptop,Compliant,System Check: Guest Account Disabled,auto-ev-srihari-laptop-A.8.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.2,Privileged Access Rights,asset-srihari-laptop,Compliant,System Check: Password Policy (Min Length),auto-ev-srihari-laptop-A.8.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-srihari-laptop,Compliant,System Check: Minimum Password Age,auto-ev-srihari-laptop-A.8.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-srihari-laptop,Compliant,System Check: Password History,auto-ev-srihari-laptop-A.8.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-srihari-laptop,Compliant,System Check: Password Complexity,auto-ev-srihari-laptop-A.8.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-srihari-laptop,Compliant,System Check: Account Lockout Policy,auto-ev-srihari-laptop-A.8.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-srihari-laptop,Compliant,System Check: Maximum Password Age,auto-ev-srihari-laptop-A.8.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.5,Secure Authentication,asset-srihari-laptop,Compliant,System Check: Password Policy (Min Length),auto-ev-srihari-laptop-A.8.5-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-8.1.1,Unique IDs,asset-srihari-laptop,Compliant,System Check: Account Lockout Policy,auto-ev-srihari-laptop-PCI-8.1.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-8.1.1,Unique IDs,asset-srihari-laptop,Compliant,System Check: Guest Account Disabled,auto-ev-srihari-laptop-PCI-8.1.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-8.1.1,Unique IDs,asset-srihari-laptop,Compliant,System Check: Password Policy (Min Length),auto-ev-srihari-laptop-PCI-8.1.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Cryptographic Controls Extension Simulation,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Local Administrator Auditing,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Idle Timeout (Screensaver),auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Controlled Folder Access,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Credential Guard,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Minimum Password Age,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Password History,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Password Complexity,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Account Lockout Policy,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Maximum Password Age,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: User Access Control,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: BitLocker Encryption,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Guest Account Disabled,auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC6.1,Logical Access Security,asset-srihari-laptop,Compliant,System Check: Password Policy (Min Length),auto-ev-srihari-laptop-CC6.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-4,Least Privilege,asset-srihari-laptop,Compliant,System Check: Access to Source Code Simulation,auto-ev-srihari-laptop-PR.AC-4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-4,Least Privilege,asset-srihari-laptop,Compliant,System Check: Local Administrator Auditing,auto-ev-srihari-laptop-PR.AC-4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.AC-4,Least Privilege,asset-srihari-laptop,Compliant,System Check: Guest Account Disabled,auto-ev-srihari-laptop-PR.AC-4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-2.2,Configuration Standards,asset-srihari-laptop,Compliant,System Check: WinRM Service Status,auto-ev-srihari-laptop-PCI-2.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-2.2,Configuration Standards,asset-srihari-laptop,Compliant,System Check: Remote Desktop Service,auto-ev-srihari-laptop-PCI-2.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-2.2,Configuration Standards,asset-srihari-laptop,Compliant,System Check: RDP NLA Required,auto-ev-srihari-laptop-PCI-2.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Controlled Folder Access,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Attack Surface Reduction,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Exploit Protection (DEP/ASLR),auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Device Guard/WDAC,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Credential Guard,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Prohibited Software,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: Secure Boot,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 42001:2023,A.8.1,Third-Party AI Systems,asset-srihari-laptop,Non-Compliant,System Check: BitLocker Encryption,auto-ev-srihari-laptop-A.8.1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.24,Use of Cryptography,asset-srihari-laptop,Compliant,System Check: Cryptographic Controls Extension Simulation,auto-ev-srihari-laptop-A.8.24-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.24,Use of Cryptography,asset-srihari-laptop,Compliant,System Check: TLS Security Config,auto-ev-srihari-laptop-A.8.24-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.24,Use of Cryptography,asset-srihari-laptop,Compliant,System Check: BitLocker Encryption,auto-ev-srihari-laptop-A.8.24-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
HIPAA Security Rule,164.312(a)(2)(iv),Encryption and Decryption,asset-srihari-laptop,Non-Compliant,System Check: PII Data Discovery,auto-ev-srihari-laptop-164.312(a)(2)(iv)-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
HIPAA Security Rule,164.312(a)(2)(iv),Encryption and Decryption,asset-srihari-laptop,Non-Compliant,System Check: TLS Security Config,auto-ev-srihari-laptop-164.312(a)(2)(iv)-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
HIPAA Security Rule,164.312(a)(2)(iv),Encryption and Decryption,asset-srihari-laptop,Non-Compliant,System Check: BitLocker Encryption,auto-ev-srihari-laptop-164.312(a)(2)(iv)-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-3.4,Protect Stored Data,asset-srihari-laptop,Non-Compliant,System Check: USB Mass Storage Access,auto-ev-srihari-laptop-PCI-3.4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
Payment Card Industry Data Security Standard,PCI-3.4,Protect Stored Data,asset-srihari-laptop,Non-Compliant,System Check: BitLocker Encryption,auto-ev-srihari-laptop-PCI-3.4-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.DS-1,Data at Rest,asset-srihari-laptop,Compliant,System Check: Cryptographic Controls Extension Simulation,auto-ev-srihari-laptop-PR.DS-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.DS-1,Data at Rest,asset-srihari-laptop,Compliant,System Check: Controlled Folder Access,auto-ev-srihari-laptop-PR.DS-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,PR.DS-1,Data at Rest,asset-srihari-laptop,Compliant,System Check: BitLocker Encryption,auto-ev-srihari-laptop-PR.DS-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
ISO/IEC 27001:2022,A.8.27,Secure System Architecture and Engineering Principles,asset-srihari-laptop,Non-Compliant,System Check: Secure Boot,auto-ev-srihari-laptop-A.8.27-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,ID.AM-1,Asset Management,asset-srihari-laptop,Compliant,System Check: Prohibited Software,auto-ev-srihari-laptop-ID.AM-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,ID.AM-1,Asset Management,asset-srihari-laptop,Compliant,System Check: Windows Update Service,auto-ev-srihari-laptop-ID.AM-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
NIST Cybersecurity Framework,ID.AM-1,Asset Management,asset-srihari-laptop,Compliant,System Check: Secure Boot,auto-ev-srihari-laptop-ID.AM-1-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC7.2,Vulnerability Management,asset-srihari-laptop,Compliant,System Check: Capacity Management Simulation,auto-ev-srihari-laptop-CC7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC7.2,Vulnerability Management,asset-srihari-laptop,Compliant,System Check: Attack Surface Reduction,auto-ev-srihari-laptop-CC7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC7.2,Vulnerability Management,asset-srihari-laptop,Compliant,System Check: Exploit Protection (DEP/ASLR),auto-ev-srihari-laptop-CC7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC7.2,Vulnerability Management,asset-srihari-laptop,Compliant,System Check: Device Guard/WDAC,auto-ev-srihari-laptop-CC7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC7.2,Vulnerability Management,asset-srihari-laptop,Compliant,System Check: SMBv1 Protocol Disabled,auto-ev-srihari-laptop-CC7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
SOC 2 Type II,CC7.2,Vulnerability Management,asset-srihari-laptop,Compliant,System Check: Secure Boot,auto-ev-srihari-laptop-CC7.2-2026-02-25T17:39:59.592435+00:00,N/A,2026-02-25T17:39:59.592435+00:00
